150-85-8039,Cassaundra,Alflat,2006-04-19,Bird
161-85-8123,Georgette,Lackham,1981-01-24,Dog
350-06-0812,Cole,Curness,1969-07-29,Cat
325-20-7332,Neile,Ronnay,1965-04-11,Hamster
865-27-3417,Sinclair,Butte,1946-08-20,Dog
434-13-3338,Marilin,Lonsdale,1989-08-21,Bird
267-24-8474,Susanna,Orfeur,1980-08-06,Dog
223-53-1277,Beaufort,Welfair,1978-12-18,Cat
754-47-7459,Huntington,Corcoran,2006-08-25,Ferret
532-16-5371,Josefa,Kitteridge,1990-01-08,Bird
710-72-0701,Damita,Dashwood,1958-09-25,Cat
222-59-3015,Dex,Cozby,2000-07-09,Bird
412-29-7683,Elsy,Dahlman,2006-05-03,Bird
821-68-3661,Ofelia,Harbisher,1980-01-22,Dog
448-61-0866,Val,Bardill,1985-04-15,Bird
175-15-0139,Vevay,Drayson,1960-05-21,Hamster
144-66-4349,Christoforo,McAvaddy,1982-08-30,Hamster
473-97-3798,Simona,Derle,1952-10-06,Bird
623-37-6175,Byrle,Merner,1990-03-02,Ferret
729-12-3464,Merrill,Breznovic,2012-04-05,Bird
251-31-0006,Beau,Stow,1994-08-25,Ferret
750-69-2485,Raymund,Keal,1967-03-10,Bird
776-45-4738,Odelia,Shinton,1948-05-10,Hamster
702-81-1836,Gisella,Arnoldi,1945-12-14,Cat
